type,module,sourceLine,snippet
catch,20-world-build-cloud-houses.js,3878,"world.layoutAudit=v704StaticWorldAudit();if(!world.layoutAudit.passed)console.error('[OTTHI V704] conflitos no layout mestre',world.layoutAudit.problems);setTimeout(()=>{try{v704RuntimeWorldAudit();}catch(error){console.error('[OTTHI V704] auditoria do mundo real falhou',error);}},0);"
if,20-world-build-cloud-houses.js,3881,const resource=world.resources.find(r=>r.id===id);if(!resource||resource.collected)return;
if,20-world-build-cloud-houses.js,3882,"const needed=resource.type==='wood'?'axe':'pickaxe';if(state.tools.equipped!==needed){toast(`Equipe ${needed==='axe'?'o machado':'a picareta'} em Ferramentas.`,'warn',1700);return;}"
if,20-world-build-cloud-houses.js,3884,"if(resource.hits<Number(resource.hitsNeeded||1)){toast(`${resource.type==='wood'?'Árvore':'Rocha'}: ${resource.hits}/${resource.hitsNeeded}`,'good',850);return;}"
if,20-world-build-cloud-houses.js,3891,"if(chest.opened){toast('Este baú já foi aberto.','warn');return;}"
if,20-world-build-cloud-houses.js,3894,"if(chest.secret)setFlag('secretChest');toast(chest.secret?'Baú secreto! +3 cristais e 100 moedas':'Baú aberto!','good',2200);evaluateMissions();saveState();"
if,20-world-build-cloud-houses.js,3900,const uid=window.OTTHOS_RTDB?.uid;if(!uid)return;
if,20-world-build-cloud-houses.js,3901,"for(const h of world.houses||[]){if(h.publicBuilding)continue;const cloud=cloudHouseRecord(h.id);if(cloud){state.houses[h.id]={...(state.houses[h.id]||{}),owned:cloud.ownerUid===uid,locked:!!cloud.locked,ownerUid:cloud.ownerUid,ownerName:cloud.ownerName||'Jogador',price:h.price};}}"
for,20-world-build-cloud-houses.js,3901,"for(const h of world.houses||[]){if(h.publicBuilding)continue;const cloud=cloudHouseRecord(h.id);if(cloud){state.houses[h.id]={...(state.houses[h.id]||{}),owned:cloud.ownerUid===uid,locked:!!cloud.locked,ownerUid:cloud.ownerUid,ownerName:cloud.ownerName||'Jogador',price:h.price};}}"
if,20-world-build-cloud-houses.js,3905,"if(!window.OTTHOS_RTDB?.connected?.()){toast('Conecte ao Firebase para comprar uma casa exclusiva.','warn',2600);return false;}"
if,20-world-build-cloud-houses.js,3907,"if(!result?.ok){toast(result?.ownerName?`Esta casa já pertence a ${result.ownerName}.`:'Não foi possível comprar a casa.','warn',2600);return false;}"
if,20-world-build-cloud-houses.js,3912,"if(house.publicBuilding){if(await confirmModal(house.name,'Deseja entrar?','Entrar','Cancelar'))enterHouse(house);return;}"
if,20-world-build-cloud-houses.js,3913,if(cloud&&!mine){
if,20-world-build-cloud-houses.js,3914,"if(cloud.locked){toast(`Casa trancada por ${cloud.ownerName||'outro jogador'}.`,'warn',2500);return;}"
if,20-world-build-cloud-houses.js,3915,"if(await confirmModal(house.name,`Casa de ${cloud.ownerName||'outro jogador'}. A porta está aberta. Deseja visitar?`,'Visitar','Cancelar'))enterHouse(house);return;"
if,20-world-build-cloud-houses.js,3917,if(!cloud&&!local.owned){
if,20-world-build-cloud-houses.js,3919,"$('[data-buy-house]',root).onclick=async()=>{if(state.profile.coins<house.price){toast('Moedas insuficientes.','warn');return;}const ok=await claimHouseOnline(house);if(!ok)return;addCoins(-house.price);setFlag('boughtHouse');awardMedal('Nova Propriedade');saveState(true);closeModal();handleHouseDoor(house);};"
if,20-world-build-cloud-houses.js,3923,"const owned=mine||local.owned;if(owned){const locked=cloud?!!cloud.locked:!!local.locked;openModal(house.name,`<p>Esta casa pertence a <b>${state.profile.name}</b>.</p><div class=""modal-actions""><button class=""btn primary"" data-enter>Entrar</button><button class=""btn"" data-lock>${locked?'Destrancar':'Trancar'}</button><button class=""btn"" data-cancel>Cancelar</button></div>`,root=>{"
if,20-world-build-cloud-houses.js,3924,"$('[data-enter]',root).onclick=()=>{closeModal();enterHouse(house);};$('[data-lock]',root).onclick=async()=>{const next=!locked,ok=await window.OTTHOS_RTDB?.setHouseLock?.(house.id,next);if(ok){state.houses[house.id]={...(state.houses[house.id]||{}),owned:true,locked:next};saveState(true);closeModal();toast(next?'Casa trancada.':'Casa destrancada.','good');}else toast('Não foi possível alterar a fechadura.','warn');};$('[data-cancel]',root).onclick=closeModal;"
else,20-world-build-cloud-houses.js,3924,"$('[data-enter]',root).onclick=()=>{closeModal();enterHouse(house);};$('[data-lock]',root).onclick=async()=>{const next=!locked,ok=await window.OTTHOS_RTDB?.setHouseLock?.(house.id,next);if(ok){state.houses[house.id]={...(state.houses[house.id]||{}),owned:true,locked:next};saveState(true);closeModal();toast(next?'Casa trancada.':'Casa destrancada.','good');}else toast('Não foi possível alterar a fechadura.','warn');};$('[data-cancel]',root).onclick=closeModal;"
if,20-world-build-cloud-houses.js,3930,"if(!house||!canEnterMobility(PLAYER_MODES.INTERIOR)){toast('Saia do transporte antes de entrar.','warn');return false;}"
if,20-world-build-cloud-houses.js,3933,if(house.exteriorGroup){house.exteriorGroup.visible=false;if(house.interiorGroup)house.interiorGroup.visible=true;for(const item of house.interiorObjects||[])if(item?.visible!==undefined)item.visible=true;}
for,20-world-build-cloud-houses.js,3933,if(house.exteriorGroup){house.exteriorGroup.visible=false;if(house.interiorGroup)house.interiorGroup.visible=true;for(const item of house.interiorObjects||[])if(item?.visible!==undefined)item.visible=true;}
else,20-world-build-cloud-houses.js,3934,else{house.roof.visible=false;house.front.visible=false;house.door.visible=false;}
for,20-world-build-cloud-houses.js,3935,for(const bus of world.buses)bus.group.visible=false;
for,20-world-build-cloud-houses.js,3936,for(const car of world.policeCars)car.group.visible=false;for(const truck of world.fireTrucks)truck.group.visible=false;for(const ambulance of world.ambulances)ambulance.group.visible=false;for(const fire of world.fires)fire.group.visible=false;
if,20-world-build-cloud-houses.js,3939,"if(house.id==='home')setFlag('enteredHome');toast(`Entrou: ${house.name}`,'good');updateContext(true);savePlayerPosition(true);return true;"
if,20-world-build-cloud-houses.js,3942,if(!currentHouse)return false;const h=currentHouse;
if,20-world-build-cloud-houses.js,3943,if(h.exteriorGroup){h.exteriorGroup.visible=true;if(h.interiorGroup)h.interiorGroup.visible=false;for(const item of h.interiorObjects||[])if(item?.visible!==undefined)item.visible=false;}
for,20-world-build-cloud-houses.js,3943,if(h.exteriorGroup){h.exteriorGroup.visible=true;if(h.interiorGroup)h.interiorGroup.visible=false;for(const item of h.interiorObjects||[])if(item?.visible!==undefined)item.visible=false;}
else,20-world-build-cloud-houses.js,3944,else{h.roof.visible=true;h.front.visible=true;h.door.visible=true;}
for,20-world-build-cloud-houses.js,3945,for(const bus of world.buses)bus.group.visible=true;
for,20-world-build-cloud-houses.js,3946,for(const car of world.policeCars)car.group.visible=true;for(const truck of world.fireTrucks)truck.group.visible=true;for(const ambulance of world.ambulances)ambulance.group.visible=true;for(const fire of world.fires)fire.group.visible=!!fire.active;
if,20-world-build-cloud-houses.js,3957,"$$('[data-store]',root).forEach(btn=>btn.onclick=()=>{const key=btn.dataset.store;if((state.inventory[key]||0)<=0){toast('Você não tem esse item.','warn');return;}state.inventory[key]--;state.homeStorage[key]=(state.homeStorage[key]||0)+1;saveState(true);openHomeChest();});"
if,20-world-build-cloud-houses.js,3958,"$$('[data-take]',root).forEach(btn=>btn.onclick=()=>{const key=btn.dataset.take;if((state.homeStorage[key]||0)<=0){toast('O baú não tem esse item.','warn');return;}state.homeStorage[key]--;state.inventory[key]=(state.inventory[key]||0)+1;saveState(true);openHomeChest();});"
if,21-interactions-shop-social-races.js,3951,if(type==='bed'){
if,21-interactions-shop-social-races.js,3953,}else if(type==='sofa'){
else,21-interactions-shop-social-races.js,3953,}else if(type==='sofa'){
if,21-interactions-shop-social-races.js,3955,}else if(type==='tv'){
else,21-interactions-shop-social-races.js,3955,}else if(type==='tv'){
if,21-interactions-shop-social-races.js,3957,}else if(type==='fridge'){
else,21-interactions-shop-social-races.js,3957,}else if(type==='fridge'){
if,21-interactions-shop-social-races.js,3959,"$('[data-eat]',root).onclick=()=>{if(state.inventory.food<=0){toast('A geladeira está vazia.','warn');return;}state.inventory.food--;state.needs.hunger=clamp(state.needs.hunger+32,0,100);setFlag('ateMeal');addXP(12);saveState();closeModal();toast('Lanche delicioso!','good');};$('[data-close]',root).onclick=closeModal;"
if,21-interactions-shop-social-races.js,3961,}else if(type==='stove'){
else,21-interactions-shop-social-races.js,3961,}else if(type==='stove'){
if,21-interactions-shop-social-races.js,3963,"$('[data-cook]',root).onclick=()=>{if(state.inventory.food<=0){toast('Você precisa comprar ou colher comida.','warn');return;}state.inventory.food--;state.stats.cooked++;trackDaily('cook',1);state.needs.hunger=100;state.needs.fun=clamp(state.needs.fun+8,0,100);setFlag('ateMeal');addXP(20);saveState();closeModal();toast('Refeição pronta!','good');};$('[data-close]',root).onclick=closeModal;"
if,21-interactions-shop-social-races.js,3965,}else if(type==='sink'){
else,21-interactions-shop-social-races.js,3965,}else if(type==='sink'){
if,21-interactions-shop-social-races.js,3966,"if(state.inventory.water>0)state.inventory.water--;state.needs.hunger=clamp(state.needs.hunger+5,0,100);state.needs.hygiene=clamp(state.needs.hygiene+8,0,100);toast('Bebeu água.','good');saveState();"
if,21-interactions-shop-social-races.js,3967,}else if(type==='shower'){
else,21-interactions-shop-social-races.js,3967,}else if(type==='shower'){
if,21-interactions-shop-social-races.js,3969,}else if(type==='chest')openHomeChest();
else,21-interactions-shop-social-races.js,3969,}else if(type==='chest')openHomeChest();
if,21-interactions-shop-social-races.js,3970,else if(type==='shop')openShop();
else,21-interactions-shop-social-races.js,3970,else if(type==='shop')openShop();
if,21-interactions-shop-social-races.js,3971,else if(type==='workshop')openWorkshop();
else,21-interactions-shop-social-races.js,3971,else if(type==='workshop')openWorkshop();
if,21-interactions-shop-social-races.js,3972,else if(type==='wardrobe')openAvatarStudio();
else,21-interactions-shop-social-races.js,3972,else if(type==='wardrobe')openAvatarStudio();
if,21-interactions-shop-social-races.js,3973,else if(type==='school'){if(state.career.activeJob?.id==='teacher')openTeacherJobLesson(house);else openEducationHub(String(state.learning.lastLesson||'math').split('-')[0]);}
else,21-interactions-shop-social-races.js,3973,else if(type==='school'){if(state.career.activeJob?.id==='teacher')openTeacherJobLesson(house);else openEducationHub(String(state.learning.lastLesson||'math').split('-')[0]);}
if,21-interactions-shop-social-races.js,3974,"else if(type==='police'){if(state.career.activeJob?.id==='police')toast('Patrulha ativa: siga os pontos marcados no GPS.','good',2200);else openSafetyLesson('station');}"
else,21-interactions-shop-social-races.js,3974,"else if(type==='police'){if(state.career.activeJob?.id==='police')toast('Patrulha ativa: siga os pontos marcados no GPS.','good',2200);else openSafetyLesson('station');}"
if,21-interactions-shop-social-races.js,3975,else if(type==='firestation')openFireStationDesk();
else,21-interactions-shop-social-races.js,3975,else if(type==='firestation')openFireStationDesk();
if,21-interactions-shop-social-races.js,4002,"$$('[data-buy]',root).forEach(btn=>btn.onclick=()=>{const item=items[Number(btn.dataset.buy)];if(!item||btn.disabled)return;if(state.profile.coins<item.price){toast('Moedas insuficientes.','warn');return;}addCoins(-item.price);if(item.tool){state.tools.owned=[...new Set([...(state.tools.owned||[]),item.tool])];state.tools.equipped=item.tool;refreshEquippedToolVisual();}else state.inventory[item.key]=(state.inventory[item.key]||0)+item.amount;addXP(5);saveState(true);updateHUD();closeModal();toas"
else,21-interactions-shop-social-races.js,4002,"$$('[data-buy]',root).forEach(btn=>btn.onclick=()=>{const item=items[Number(btn.dataset.buy)];if(!item||btn.disabled)return;if(state.profile.coins<item.price){toast('Moedas insuficientes.','warn');return;}addCoins(-item.price);if(item.tool){state.tools.owned=[...new Set([...(state.tools.owned||[]),item.tool])];state.tools.equipped=item.tool;refreshEquippedToolVisual();}else state.inventory[item.key]=(state.inventory[item.key]||0)+item.amount;addXP(5);saveState(true);updateHUD();closeModal();toas"
if,21-interactions-shop-social-races.js,4008,"$('[data-sword]',root).onclick=()=>{if(inv.wood<2||inv.stone<2){toast('Faltam materiais.','warn');return;}inv.wood-=2;inv.stone-=2;state.flags.swordUpgrade=(state.flags.swordUpgrade||0)+1;addXP(35);saveState();closeModal();toast('Ferramenta de aventura melhorada!','good');};"
if,21-interactions-shop-social-races.js,4009,"$('[data-blocks]',root).onclick=()=>{if(inv.wood<1||inv.stone<1){toast('Faltam materiais.','warn');return;}inv.wood--;inv.stone--;inv.blocks+=3;inv.fences+=2;saveState();closeModal();toast('Kit de construção pronto!','good');};"
if,21-interactions-shop-social-races.js,4010,"$('[data-smelt]',root).onclick=()=>{if((inv.goldOre||0)<3){toast('Você precisa de 3 minérios de ouro.','warn');return;}inv.goldOre-=3;inv.goldBar=(inv.goldBar||0)+1;addCoins(60);addXP(35);saveState(true);closeModal();toast('Barra de ouro criada: +60 moedas.','good',2200);};"
if,21-interactions-shop-social-races.js,4017,if(npc.id==='nino')setFlag('talkedNeighbor');
if,21-interactions-shop-social-races.js,4018,"if(message)toast(message,'good');addXP(Math.max(2,amount*2));addReputation(Math.max(1,Math.floor(amount/2)));evaluateMissions();saveState();"
if,21-interactions-shop-social-races.js,4021,"if(npc.id==='maya'&&state.flags.deliveryActive&&player.vehicle&&distance2D(player,npc)<3.5){state.flags.deliveryActive=false;state.inventory.package=0;setFlag('deliveryDone');if(state.career.activeJob?.id==='delivery')completeActiveJob();else{addCoins(120);addReputation(30);}toast('Entrega concluída para Maya!','good',2400);}"
else,21-interactions-shop-social-races.js,4021,"if(npc.id==='maya'&&state.flags.deliveryActive&&player.vehicle&&distance2D(player,npc)<3.5){state.flags.deliveryActive=false;state.inventory.package=0;setFlag('deliveryDone');if(state.career.activeJob?.id==='delivery')completeActiveJob();else{addCoins(120);addReputation(30);}toast('Entrega concluída para Maya!','good',2400);}"
if,21-interactions-shop-social-races.js,4043,"if(action==='talk'){state.stats.talks++;trackDaily('talk',1);changeFriendship(npc,2,`${npc.name} gostou da conversa.`);closeModal();}"
if,21-interactions-shop-social-races.js,4044,"else if(action==='joke'){state.social.jokes++;state.needs.fun=clamp(state.needs.fun+12,0,100);changeFriendship(npc,3,`${npc.name} riu da piada!`);closeModal();}"
else,21-interactions-shop-social-races.js,4044,"else if(action==='joke'){state.social.jokes++;state.needs.fun=clamp(state.needs.fun+12,0,100);changeFriendship(npc,3,`${npc.name} riu da piada!`);closeModal();}"
if,21-interactions-shop-social-races.js,4045,else if(action==='gift'){
else,21-interactions-shop-social-races.js,4045,else if(action==='gift'){
if,21-interactions-shop-social-races.js,4046,"if(state.inventory.food>0){state.inventory.food--;state.social.gifts++;changeFriendship(npc,7,'Presente entregue!');closeModal();}"
if,21-interactions-shop-social-races.js,4047,"else if(state.inventory.crystals>0){state.inventory.crystals--;state.social.gifts++;changeFriendship(npc,10,'Cristal presenteado!');closeModal();}"
else,21-interactions-shop-social-races.js,4047,"else if(state.inventory.crystals>0){state.inventory.crystals--;state.social.gifts++;changeFriendship(npc,10,'Cristal presenteado!');closeModal();}"
else,21-interactions-shop-social-races.js,4048,"else toast('Você não tem comida nem cristal para presentear.','warn');"
if,21-interactions-shop-social-races.js,4049,} else if(action==='argue'){
else,21-interactions-shop-social-races.js,4049,} else if(action==='argue'){
if,21-interactions-shop-social-races.js,4051,"} else if(action==='race'){closeModal();startRace('sprint',npc);}"
else,21-interactions-shop-social-races.js,4051,"} else if(action==='race'){closeModal();startRace('sprint',npc);}"
if,21-interactions-shop-social-races.js,4052,"else if(action==='coinrace'){closeModal();startRace('coins',npc);}"
else,21-interactions-shop-social-races.js,4052,"else if(action==='coinrace'){closeModal();startRace('coins',npc);}"
if,21-interactions-shop-social-races.js,4053,else if(action==='house'){closeModal();openHouseChallenge(npc);}
else,21-interactions-shop-social-races.js,4053,else if(action==='house'){closeModal();openHouseChallenge(npc);}
if,21-interactions-shop-social-races.js,4054,else if(action==='job'){closeModal();openJobCenter(npc.id);}
else,21-interactions-shop-social-races.js,4054,else if(action==='job'){closeModal();openJobCenter(npc.id);}
if,21-interactions-shop-social-races.js,4055,else if(action==='invite'){
else,21-interactions-shop-social-races.js,4055,else if(action==='invite'){
if,21-interactions-shop-social-races.js,4056,"if((state.friendship[npc.id]||0)<10){toast('A amizade precisa chegar a 10.','warn');return;}"
if,21-interactions-shop-social-races.js,4057,"if(!state.social.invited.includes(npc.id))state.social.invited.push(npc.id);changeFriendship(npc,2,`${npc.name} aceitou visitar sua casa!`);closeModal();"
if,21-interactions-shop-social-races.js,4058,"}else if(action==='wave'){triggerEmote('wave',npc);changeFriendship(npc,1);closeModal();}"
else,21-interactions-shop-social-races.js,4058,"}else if(action==='wave'){triggerEmote('wave',npc);changeFriendship(npc,1);closeModal();}"
if,21-interactions-shop-social-races.js,4059,"else if(action==='dance'){triggerEmote('dance',npc);state.needs.fun=clamp(state.needs.fun+10,0,100);changeFriendship(npc,2);closeModal();}"
else,21-interactions-shop-social-races.js,4059,"else if(action==='dance'){triggerEmote('dance',npc);state.needs.fun=clamp(state.needs.fun+10,0,100);changeFriendship(npc,2);closeModal();}"
if,21-interactions-shop-social-races.js,4060,"else if(action==='play'){triggerEmote('play',npc);state.needs.fun=clamp(state.needs.fun+14,0,100);changeFriendship(npc,3,`${npc.name} adorou brincar!`);closeModal();}"
else,21-interactions-shop-social-races.js,4060,"else if(action==='play'){triggerEmote('play',npc);state.needs.fun=clamp(state.needs.fun+14,0,100);changeFriendship(npc,3,`${npc.name} adorou brincar!`);closeModal();}"
if,21-interactions-shop-social-races.js,4061,"else if(action==='selfie'){triggerEmote('selfie',npc);state.flags.selfies=(state.flags.selfies||0)+1;changeFriendship(npc,2);closeModal();}"
else,21-interactions-shop-social-races.js,4061,"else if(action==='selfie'){triggerEmote('selfie',npc);state.flags.selfies=(state.flags.selfies||0)+1;changeFriendship(npc,2);closeModal();}"
if,21-interactions-shop-social-races.js,4062,"else if(action==='follow'){const stopping=!!npc.following;npc.following=!stopping;if(stopping){npc.pendingRide=false;npc.passengerMode=null;if(npc.group)npc.group.visible=true;}toast(stopping?`${npc.name} parou de acompanhar você.`:`${npc.name} vai acompanhar você.`,'good');closeModal();}"
else,21-interactions-shop-social-races.js,4062,"else if(action==='follow'){const stopping=!!npc.following;npc.following=!stopping;if(stopping){npc.pendingRide=false;npc.passengerMode=null;if(npc.group)npc.group.visible=true;}toast(stopping?`${npc.name} parou de acompanhar você.`:`${npc.name} vai acompanhar você.`,'good');closeModal();}"
if,21-interactions-shop-social-races.js,4063,"else if(action==='ride'){if(npc.pendingRide||npc.passengerMode){npc.pendingRide=false;npc.following=false;npc.passengerMode=null;if(npc.group)npc.group.visible=true;toast(`Passeio com ${npc.name} cancelado.`,'good');}else{npc.pendingRide=true;npc.following=true;toast(`${npc.name} vai entrar no próximo carro ou barco com você.`,'good',2400);}closeModal();}"
